FECHA ASAMBLEA,EMISOR,NEMOTECNICO,MODO DE PAGO,MONEDA,FECHA INICIAL,FECHA FINAL Y DE PAGO,VALOR TOTAL DEL DIVIDENDO,VALOR CUOTA,DESCRIPCION PAGO PDU,MONTO TOTAL ENTREGADO EN DIVIDENDOS,FECHA INGRESO,SECTOR
2019-03-04 0:00:00,COMPAÑÍA DE EMPAQUES S.A.,EMPAQUES,EFECTIVO / CASH,COP,2020-06-18 0:00:00,2020-06-25 0:00:00,480,40,SE DECLARA DIVIDENDO ORDINARIO DE $40 POR ACCION Y POR MES ENTRE ABRIL DE 2020 Y MARZO DE 2021 PAGADEROS EL DIA 25 DEL MISMO MES,5.93E+09,,
2019-03-04 0:00:00,COMPAÑÍA DE EMPAQUES S.A.,EMPAQUES,EFECTIVO / CASH,COP,2020-07-21 0:00:00,2020-07-27 0:00:00,480,40,SE DECLARA DIVIDENDO ORDINARIO DE $40 POR ACCION Y POR MES ENTRE ABRIL DE 2020 Y MARZO DE 2021 PAGADEROS EL DIA 25 DEL MISMO MES,5.93E+09,,
2019-03-04 0:00:00,COMPAÑÍA DE EMPAQUES S.A.,EMPAQUES,EFECTIVO / CASH,COP,2020-08-19 0:00:00,2020-08-25 0:00:00,480,40,SE DECLARA DIVIDENDO ORDINARIO DE $40 POR ACCION Y POR MES ENTRE ABRIL DE 2020 Y MARZO DE 2021 PAGADEROS EL DIA 25 DEL MISMO MES,5.93E+09,,
2019-03-04 0:00:00,COMPAÑÍA DE EMPAQUES S.A.,EMPAQUES,EFECTIVO / CASH,COP,2020-09-21 0:00:00,2020-09-25 0:00:00,480,40,SE DECLARA DIVIDENDO ORDINARIO DE $40 POR ACCION Y POR MES ENTRE ABRIL DE 2020 Y MARZO DE 2021 PAGADEROS EL DIA 25 DEL MISMO MES,5.93E+09,,
2019-03-04 0:00:00,COMPAÑÍA DE EMPAQUES S.A.,EMPAQUES,EFECTIVO / CASH,COP,2020-10-20 0:00:00,2020-10-26 0:00:00,480,40,SE DECLARA DIVIDENDO ORDINARIO DE $40 POR ACCION Y POR MES ENTRE ABRIL DE 2020 Y MARZO DE 2021 PAGADEROS EL DIA 25 DEL MISMO MES,5.93E+09,,
2019-03-04 0:00:00,COMPAÑÍA DE EMPAQUES S.A.,EMPAQUES,EFECTIVO / CASH,COP,2020-11-19 0:00:00,2020-11-25 0:00:00,480,40,SE DECLARA DIVIDENDO ORDINARIO DE $40 POR ACCION Y POR MES ENTRE ABRIL DE 2020 Y MARZO DE 2021 PAGADEROS EL DIA 25 DEL MISMO MES,5.93E+09,,
2019-03-04 0:00:00,COMPAÑÍA DE EMPAQUES S.A.,EMPAQUES,EFECTIVO / CASH,COP,2020-12-21 0:00:00,2020-12-28 0:00:00,480,40,SE DECLARA DIVIDENDO ORDINARIO DE $40 POR ACCION Y POR MES ENTRE ABRIL DE 2020 Y MARZO DE 2021 PAGADEROS EL DIA 25 DEL MISMO MES,5.93E+09,,
2019-03-04 0:00:00,COMPAÑÍA DE EMPAQUES S.A.,EMPAQUES,EFECTIVO / CASH,COP,2021-01-19 0:00:00,2021-01-25 0:00:00,480,40,SE DECLARA DIVIDENDO ORDINARIO DE $40 POR ACCION Y POR MES ENTRE ABRIL DE 2020 Y MARZO DE 2021 PAGADEROS EL DIA 25 DEL MISMO MES,5.93E+09,,
2019-03-04 0:00:00,COMPAÑÍA DE EMPAQUES S.A.,EMPAQUES,EFECTIVO / CASH,COP,2021-02-19 0:00:00,2021-02-25 0:00:00,480,40,SE DECLARA DIVIDENDO ORDINARIO DE $40 POR ACCION Y POR MES ENTRE ABRIL DE 2020 Y MARZO DE 2021 PAGADEROS EL DIA 25 DEL MISMO MES,5.93E+09,#############,
2019-03-04 0:00:00,COMPAÑÍA DE EMPAQUES S.A.,EMPAQUES,EFECTIVO / CASH,COP,2021-03-18 0:00:00,2021-03-25 0:00:00,480,40,SE DECLARA DIVIDENDO ORDINARIO DE $40 POR ACCION Y POR MES ENTRE ABRIL DE 2020 Y MARZO DE 2021 PAGADEROS EL DIA 25 DEL MISMO MES,5.93E+09,#############,
2020-03-11 0:00:00,VALORES SIMESA S.A.,VALSIMESA,EFECTIVO / CASH,COP,2020-03-27 0:00:00,2020-04-02 0:00:00,141.1,141.1,SE DECLARA DIVIDENDO DE $141.10 POR ACCION PAGADEROS EL 2 DE ABRIL DE 2020,4.09E+09,#############,
,TECNOGLASS INC,TGLSC,EFECTIVO / CASH,USD,2020-03-30 0:00:00,2020-03-31 0:00:00,275,275,SE DECLARA DIVIDENDO TRIMESTRAL DE USD $0.0275. EL PAGO DEL DIVIDENDO SE REALIZARÁ EL 30 DE ABRIL A LOS ACCIONISTAS REGISTRADOS EL 31 DE MARZO DE 2020 (RECORD DATE),,#############,
2020-03-13 0:00:00,BANCOLOMBIA S.A.,BCOLOMBIA,EFECTIVO / CASH,COP,2020-12-24 0:00:00,2021-01-04 0:00:00,1638,292,DIVIDENDO ORDINARIO DE $1168 POR ACCIÓN PAGADERO $292 EL 1 DE ABRIL. 1 DE JULIO. 1 DE OCTUBRE DE 2020 Y 4 DE ENERO DE 2021 Y DIVIDENDO EXTRAORDINARIO $ 470 POR ACCIÒN EL 1 DE ABRIL DE 2020,1.58E+12,#############,FINANCIERO
2021-03-19 0:00:00,BANCOLOMBIA S.A.,BCOLOMBIA,EFECTIVO / CASH,COP,2021-03-26 0:00:00,2021-04-05 0:00:00,260,65,DIVIDENDO ORDINARIO DE $260 POR ACCION PAGADERO $65 EL 5 DE ABRIL. 1 DE JULIO. 1 DE OCTUBRE DE 2021 Y 3 DE ENERO DE 2022.,1.33E+11,#############,FINANCIERO
2021-03-19 0:00:00,BANCOLOMBIA S.A.,BCOLOMBIA,EFECTIVO / CASH,COP,2021-06-25 0:00:00,2021-07-01 0:00:00,260,65,DIVIDENDO ORDINARIO DE $260 POR ACCION PAGADERO $65 EL 5 DE ABRIL. 1 DE JULIO. 1 DE OCTUBRE DE 2021 Y 3 DE ENERO DE 2022.,1.33E+11,#############,FINANCIERO
2021-03-19 0:00:00,BANCOLOMBIA S.A.,BCOLOMBIA,EFECTIVO / CASH,COP,2021-09-27 0:00:00,2021-10-01 0:00:00,260,65,DIVIDENDO ORDINARIO DE $260 POR ACCION PAGADERO $65 EL 5 DE ABRIL. 1 DE JULIO. 1 DE OCTUBRE DE 2021 Y 3 DE ENERO DE 2022.,1.33E+11,#############,FINANCIERO
2021-03-19 0:00:00,BANCOLOMBIA S.A.,BCOLOMBIA,EFECTIVO / CASH,COP,2021-12-28 0:00:00,2022-01-03 0:00:00,260,65,DIVIDENDO ORDINARIO DE $260 POR ACCION PAGADERO $65 EL 5 DE ABRIL. 1 DE JULIO. 1 DE OCTUBRE DE 2021 Y 3 DE ENERO DE 2022.,1.33E+11,#############,FINANCIERO
2020-03-26 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2020-03-27 0:00:00,2020-04-01 0:00:00,4032,336,SE DECLARA DIVIDENDO DE $336 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2020 A MARZO 2021,1.34E+12,#############,FINANCIERO
2020-03-26 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2020-04-27 0:00:00,2020-05-04 0:00:00,4032,336,SE DECLARA DIVIDENDO DE $336 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2020 A MARZO 2021,1.34E+12,#############,FINANCIERO
2020-03-26 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2020-05-26 0:00:00,2020-06-01 0:00:00,4032,336,SE DECLARA DIVIDENDO DE $336 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2020 A MARZO 2021,1.34E+12,#############,FINANCIERO
2020-03-26 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2020-06-24 0:00:00,2020-07-01 0:00:00,4032,336,SE DECLARA DIVIDENDO DE $336 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2020 A MARZO 2021,1.34E+12,#############,FINANCIERO
2020-03-16 0:00:00,COLOMBIA TELECOMUNICACIONES S.A E.S.P,COLTEL,,NO PAGA,,,,,NO DECRETÓ DIVIDENDO,,#############,
2020-03-26 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2020-07-28 0:00:00,2020-08-03 0:00:00,4032,336,SE DECLARA DIVIDENDO DE $336 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2020 A MARZO 2021,1.34E+12,#############,FINANCIERO
2020-03-26 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2020-08-26 0:00:00,2020-09-01 0:00:00,4032,336,SE DECLARA DIVIDENDO DE $336 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2020 A MARZO 2021,1.34E+12,#############,FINANCIERO
2020-03-18 0:00:00,COMPAÑÍA DE ELECTRICIDAD DE TULUA S.A E.S.P.,ELECTULUA,EFECTIVO / CASH,COP,2020-04-17 0:00:00,2020-04-23 0:00:00,48400,48400,SE DECRETA DIVIDENDO DE $48.400 POR ACCION PAGADEROS: i) LOS ACCIONISTAS CON HASTA 1% UN PAGO EL 23-04-2020 ii) LOS QUE POSEAN MÁS DEL 1% DOS CUOTA POR $24.200 UNA EL 23 ABR Y OTRA EL 20 AGO,1.61E+10,#############,
2020-03-19 0:00:00,CELSIA COLOMBIA S.A. E.S.P.,EPSA,EFECTIVO / CASH,COP,2020-06-05 0:00:00,2020-06-11 0:00:00,630,630,SE DECLARA DIVIDENDO POR $630 PESOS ANUALES PAGADERO EN UNA SOLA CUOTA EL 11 DE JUNIO DE 2020,2.35E+11,#############,
2020-03-19 0:00:00,CELSIA COLOMBIA S.A. E.S.P.,EPSA,EFECTIVO / CASH,COP,2020-06-05 0:00:00,2020-06-11 0:00:00,630,630,SE DECLARA DIVIDENDO POR $630 PESOS ANUALES PAGADERO EN UNA SOLA CUOTA EL 11 DE JUNIO DE 2020,2.35E+11,#############,
2020-03-19 0:00:00,COMPAÑÍA AGRICOLA SAN FELIPE S.A.,SANFELIPE,EFECTIVO / CASH,COP,2020-10-20 0:00:00,2020-10-26 0:00:00,19.86,19.86,SE DECLARA DIVIDENDO DE $9.8 Y $10.06 POR ACCIÓN PAGADEROS EN UNA UNICA CUOTA EL 25 DE OCTUBRE DE 2020,1.19E+09,#############,
2019-03-19 0:00:00,COLOMBINA S.A.,COLOMBINA,EFECTIVO / CASH,COP,2020-03-24 0:00:00,2020-03-30 0:00:00,157.29,39.3,SE DECLARA DIVIDENDO EXTRAORDINARIO DE $39.30 POR ACCION PAGADEROS EL DIA 30 DE MAR/20. DIVIDENDO DE $157.29 POR ACCION PAGADEROS EN NUEVE CUOTAS IGUALES EL DIA 7 DE CADA MES ENTRE ABRIL Y DICIEMBRE,6.10E+10,#############,
2019-03-19 0:00:00,COLOMBINA S.A.,COLOMBINA,EFECTIVO / CASH,COP,2020-04-01 0:00:00,2020-04-07 0:00:00,157.29,13.11,SE DECLARA DIVIDENDO EXTRAORDINARIO DE $39.30 POR ACCION PAGADEROS EL DIA 30 DE MAR/20. DIVIDENDO DE $157.29 POR ACCION PAGADEROS EN NUEVE CUOTAS IGUALES EL DIA 7 DE CADA MES ENTRE ABRIL Y DICIEMBRE,6.10E+10,#############,
2019-03-19 0:00:00,COLOMBINA S.A.,COLOMBINA,EFECTIVO / CASH,COP,2020-04-30 0:00:00,2020-05-07 0:00:00,157.29,13.11,SE DECLARA DIVIDENDO EXTRAORDINARIO DE $39.30 POR ACCION PAGADEROS EL DIA 30 DE MAR/20. DIVIDENDO DE $157.29 POR ACCION PAGADEROS EN NUEVE CUOTAS IGUALES EL DIA 7 DE CADA MES ENTRE ABRIL Y DICIEMBRE,6.10E+10,#############,
2019-03-19 0:00:00,COLOMBINA S.A.,COLOMBINA,EFECTIVO / CASH,COP,2020-06-02 0:00:00,2020-06-08 0:00:00,157.29,13.11,SE DECLARA DIVIDENDO EXTRAORDINARIO DE $39.30 POR ACCION PAGADEROS EL DIA 30 DE MAR/20. DIVIDENDO DE $157.29 POR ACCION PAGADEROS EN NUEVE CUOTAS IGUALES EL DIA 7 DE CADA MES ENTRE ABRIL Y DICIEMBRE,6.10E+10,#############,
2019-03-19 0:00:00,COLOMBINA S.A.,COLOMBINA,EFECTIVO / CASH,COP,2020-07-01 0:00:00,2020-07-07 0:00:00,157.29,13.11,SE DECLARA DIVIDENDO EXTRAORDINARIO DE $39.30 POR ACCION PAGADEROS EL DIA 30 DE MAR/20. DIVIDENDO DE $157.29 POR ACCION PAGADEROS EN NUEVE CUOTAS IGUALES EL DIA 7 DE CADA MES ENTRE ABRIL Y DICIEMBRE,6.10E+10,#############,
2019-03-19 0:00:00,COLOMBINA S.A.,COLOMBINA,EFECTIVO / CASH,COP,2020-08-03 0:00:00,2020-08-10 0:00:00,157.29,13.11,SE DECLARA DIVIDENDO EXTRAORDINARIO DE $39.30 POR ACCION PAGADEROS EL DIA 30 DE MAR/20. DIVIDENDO DE $157.29 POR ACCION PAGADEROS EN NUEVE CUOTAS IGUALES EL DIA 7 DE CADA MES ENTRE ABRIL Y DICIEMBRE,6.10E+10,#############,
2019-03-19 0:00:00,COLOMBINA S.A.,COLOMBINA,EFECTIVO / CASH,COP,2020-09-01 0:00:00,2020-09-07 0:00:00,157.29,13.11,SE DECLARA DIVIDENDO EXTRAORDINARIO DE $39.30 POR ACCION PAGADEROS EL DIA 30 DE MAR/20. DIVIDENDO DE $157.29 POR ACCION PAGADEROS EN NUEVE CUOTAS IGUALES EL DIA 7 DE CADA MES ENTRE ABRIL Y DICIEMBRE,6.10E+10,#############,
2019-03-19 0:00:00,COLOMBINA S.A.,COLOMBINA,EFECTIVO / CASH,COP,2020-10-01 0:00:00,2020-10-07 0:00:00,157.29,13.11,SE DECLARA DIVIDENDO EXTRAORDINARIO DE $39.30 POR ACCION PAGADEROS EL DIA 30 DE MAR/20. DIVIDENDO DE $157.29 POR ACCION PAGADEROS EN NUEVE CUOTAS IGUALES EL DIA 7 DE CADA MES ENTRE ABRIL Y DICIEMBRE,6.10E+10,#############,
2019-03-19 0:00:00,COLOMBINA S.A.,COLOMBINA,EFECTIVO / CASH,COP,2020-11-03 0:00:00,2020-11-09 0:00:00,157.29,13.11,SE DECLARA DIVIDENDO EXTRAORDINARIO DE $39.30 POR ACCION PAGADEROS EL DIA 30 DE MAR/20. DIVIDENDO DE $157.29 POR ACCION PAGADEROS EN NUEVE CUOTAS IGUALES EL DIA 7 DE CADA MES ENTRE ABRIL Y DICIEMBRE,6.10E+10,#############,
2019-03-19 0:00:00,COLOMBINA S.A.,COLOMBINA,EFECTIVO / CASH,COP,2020-12-01 0:00:00,2020-12-07 0:00:00,157.29,13.11,SE DECLARA DIVIDENDO EXTRAORDINARIO DE $39.30 POR ACCION PAGADEROS EL DIA 30 DE MAR/20. DIVIDENDO DE $157.29 POR ACCION PAGADEROS EN NUEVE CUOTAS IGUALES EL DIA 7 DE CADA MES ENTRE ABRIL Y DICIEMBRE,6.10E+10,#############,
2020-03-19 0:00:00,INVERSIONES EQUIPOS Y SERVICIOS S.A.,INESA,EFECTIVO / CASH,COP,2020-05-11 0:00:00,2020-05-15 0:00:00,49.53,25,SE DECLARA DIVIDENDO DE $49.53 POR ACCION PAGADERO EN DOS INSTALAMENTOS IGUALES. EL 15 DE MAYO DE 2020 Y EL 15 DE DICIEMBRE DE 2020,7.40E+12,#############,
2020-03-19 0:00:00,INVERSIONES EQUIPOS Y SERVICIOS S.A.,INESA,EFECTIVO / CASH,COP,2020-12-09 0:00:00,2020-12-15 0:00:00,49.53,25,SE DECLARA DIVIDENDO DE $49.53 POR ACCION PAGADERO EN DOS INSTALAMENTOS IGUALES. EL 15 DE MAYO DE 2020 Y EL 15 DE DICIEMBRE DE 2020,7.40E+12,#############,
2020-03-26 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2020-09-25 0:00:00,2020-10-01 0:00:00,4032,336,SE DECLARA DIVIDENDO DE $336 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2020 A MARZO 2021,1.34E+12,#############,FINANCIERO
2020-03-26 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2020-10-27 0:00:00,2020-11-03 0:00:00,4032,336,SE DECLARA DIVIDENDO DE $336 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2020 A MARZO 2021,1.34E+12,#############,FINANCIERO
2020-03-26 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2020-11-25 0:00:00,2020-12-01 0:00:00,4032,336,SE DECLARA DIVIDENDO DE $336 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2020 A MARZO 2021,1.34E+12,#############,FINANCIERO
2020-03-26 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2020-12-24 0:00:00,2021-01-04 0:00:00,4032,336,SE DECLARA DIVIDENDO DE $336 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2020 A MARZO 2021,1.34E+12,#############,FINANCIERO
2020-03-26 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2021-01-26 0:00:00,2021-02-01 0:00:00,4032,336,SE DECLARA DIVIDENDO DE $336 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2020 A MARZO 2021,1.34E+12,#############,FINANCIERO
2020-03-26 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2021-02-23 0:00:00,2021-03-01 0:00:00,4032,336,SE DECLARA DIVIDENDO DE $336 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2020 A MARZO 2021,1.34E+12,#############,FINANCIERO
2021-03-25 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2021-03-26 0:00:00,2021-04-05 0:00:00,3336,278,SE DECLARA DIVIDENDO DE $278 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2021 A MARZO 2022,1.11E+12,#############,FINANCIERO
2021-03-25 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2021-04-27 0:00:00,2021-05-03 0:00:00,3336,278,SE DECLARA DIVIDENDO DE $278 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2021 A MARZO 2022,1.11E+12,#############,FINANCIERO
2021-03-25 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2021-05-26 0:00:00,2021-06-01 0:00:00,3336,278,SE DECLARA DIVIDENDO DE $278 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2021 A MARZO 2022,1.11E+12,#############,FINANCIERO
2021-03-25 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2021-06-25 0:00:00,2021-07-01 0:00:00,3336,278,SE DECLARA DIVIDENDO DE $278 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2021 A MARZO 2022,1.11E+12,#############,FINANCIERO
2021-03-25 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2021-07-27 0:00:00,2021-08-02 0:00:00,3336,278,SE DECLARA DIVIDENDO DE $278 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2021 A MARZO 2022,1.11E+12,#############,FINANCIERO
2021-03-25 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2021-08-26 0:00:00,2021-09-01 0:00:00,3336,278,SE DECLARA DIVIDENDO DE $278 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2021 A MARZO 2022,1.11E+12,#############,FINANCIERO
2021-03-25 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2021-09-27 0:00:00,2021-10-01 0:00:00,3336,278,SE DECLARA DIVIDENDO DE $278 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2021 A MARZO 2022,1.11E+12,#############,FINANCIERO
2020-03-20 0:00:00,AGROGUACHAL S.A.,AGROCHAL,EFECTIVO / CASH,COP,2020-07-17 0:00:00,2020-07-24 0:00:00,38.37,19.19,SE DECLARA DIVIDENDO DE $38.37. POR ACCIÓN PAGADERO EN DOS INSTALAMENTOS IGUALES. EL 24 DE JULIO DE 2020 Y EL 15 DE DICIEMBRE DE 2020,2.30E+09,#############,
2020-03-20 0:00:00,AGROGUACHAL S.A.,AGROCHAL,EFECTIVO / CASH,COP,2020-12-09 0:00:00,2020-12-15 0:00:00,38.37,19.19,SE DECLARA DIVIDENDO DE $38.37. POR ACCIÓN PAGADERO EN DOS INSTALAMENTOS IGUALES. EL 24 DE JULIO DE 2020 Y EL 15 DE DICIEMBRE DE 2020,2.30E+09,#############,
2021-03-25 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2021-10-26 0:00:00,2021-11-02 0:00:00,3336,278,SE DECLARA DIVIDENDO DE $278 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2021 A MARZO 2022,1.11E+12,#############,FINANCIERO
2021-03-25 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2021-11-25 0:00:00,2021-12-01 0:00:00,3336,278,SE DECLARA DIVIDENDO DE $278 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2021 A MARZO 2022,1.11E+12,#############,FINANCIERO
2021-03-25 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2021-12-28 0:00:00,2022-01-03 0:00:00,3336,278,SE DECLARA DIVIDENDO DE $278 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2021 A MARZO 2022,1.11E+12,#############,FINANCIERO
2021-03-25 0:00:00,BANCO DE BOGOTÁ,BOGOTA,EFECTIVO / CASH,COP,2022-01-26 0:00:00,2022-02-01 0:00:00,3336,278,SE DECLARA DIVIDENDO DE $278 POR ACCION Y POR MES PAGADEROS EL PRIMER DIA HABIL DE LOS MESES DE ABRIL 2021 A MARZO 2022,1.11E+12,#############,FINANCIERO
